schedule_title,course_number,title,units,section,day,begin,end,room,location,instructor
Fall 2023,,,,C,TR,01:00PM,04:50PM,MM 312,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,,,,D,TR,01:00PM,04:50PM,MM 312,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,,,,E,TR,01:00PM,04:50PM,MM 312,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,48774,MAAD Pro-seminar I,3.0,A,MW,09:30AM,10:50AM,CFA 214,"Pittsburgh, Pennsylvania",Gutschow
Fall 2023,48783,Generative Modeling (GRAD),9.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Bard
Fall 2023,48785,MAAD Research by Design Project,18.0,A,TR,01:00PM,04:50PM,MM 312,"Pittsburgh, Pennsylvania","Bard, Ficca"
Fall 2023,48786,PORTFOLIO & RESUME PREPARATION (G),3.0,A2,F,11:00AM,12:20PM,MM 409,"Pittsburgh, Pennsylvania",Bizon
Fall 2023,48788,Proseminar in Computational Design,6.0,A,F,10:00AM,12:20PM,MM 307,"Pittsburgh, Pennsylvania",Cardoso Llach
Fall 2023,48792,Ph.D. Independent Study,0-99,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Bard
Fall 2023,,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Cochran
Fall 2023,,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Lee
Fall 2023,,,,M,TBA,,,TBA,"Pittsburgh, Pennsylvania",Cardoso Llach
Fall 2023,,,,N,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Rehman
Fall 2023,,,,O,TBA,,,TBA,"Pittsburgh, Pennsylvania","Byrne, Sawyer"
Fall 2023,,,,P,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,,,,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Sawyer
Fall 2023,,,,V,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loftness
Fall 2023,,,,X,TBA,,,TBA,"Pittsburgh, Pennsylvania","Rehman, Yang"
Fall 2023,48793,Ph.D. Thesis,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania","Cardoso Llach, Cochran, Hartkopf, Krishnamurti, Lam, Lee, Lee, Loftness, Sawyer"
Fall 2023,48797,PhD Dissertation Defense,"5.0,36",A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Cardoso Llach, Lee, Hartkopf, Loftness, Cochran, Krishnamurti, Lee"
Fall 2023,48798,HVAC and Power Supply for Low-Carbon Buildings,VAR,A,TR,12:30PM,01:50PM,MM 415IW,"Pittsburgh, Pennsylvania",Baird
Fall 2023,48811,Proposal Preparation,VAR,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Sawyer
Fall 2023,,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Cochran
Fall 2023,,,,O,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Lee
Fall 2023,,,,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Krishnamurti
Fall 2023,,,,V,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loftness
Fall 2023,48812,Thesis Preparation DPP,VAR,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Cardoso Llach
Fall 2023,,,,O,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,,,,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Fall 2023,,,,V,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loftness
Fall 2023,60104,Foundations: Art First-Year Seminar,6.0,A,F,09:00AM,10:50AM,DH B309,"Pittsburgh, Pennsylvania",Yeh
Fall 2023,60105,Cultural History of the Visual Arts,9.0,A,M,07:00PM,09:20PM,PH A19,"Pittsburgh, Pennsylvania",Versari
Fall 2023,,,,B,W,07:00PM,09:20PM,PH A19,"Pittsburgh, Pennsylvania",Versari
Fall 2023,60110,Foundations: Time-Based Media,10.0,A,MW,07:00PM,09:20PM,BH 140A,"Pittsburgh, Pennsylvania",Andrew
Fall 2023,,,,B,MW,02:00PM,04:50PM,CFA 317,"Pittsburgh, Pennsylvania",DeYoung
Fall 2023,,,,C,TR,08:00AM,10:50AM,CFA 317,"Pittsburgh, Pennsylvania",Shapass
Fall 2023,,,,D,TR,02:00PM,04:50PM,WEH 5202,"Pittsburgh, Pennsylvania",Shapass
