schedule_title,course_number,title,units,section,day,begin,end,room,location,instructor
Summer One 2024,82451,Studies in Latin American Literature and Culture,9.0,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Tardio
Summer One 2024,82505,Undergraduate Internship,1-18,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,82988,Graduate Reading and Research,"5,18,36",R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,,,,RA,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,,,,RB,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,,,,RC,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,82989,Second Language Acquisition Dissertation Research,3-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,57173,Survey of Western Music History,9.0,S,MTWR,09:00AM,10:50AM,CMU REMOTE,"Pittsburgh, Pennsylvania",Johnston
Summer One 2024,57188,Repertoire and Listening for Musicians,1.0,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Johnston
Summer One 2024,57690,Practicum,0-3,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Johnston
Summer One 2024,,,,S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,86800,PhD Thesis Research,6-60,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Stupka
Summer One 2024,80210,Logic and Proofs,9.0,S,TR,03:30PM,04:50PM,PH 226C,"Pittsburgh, Pennsylvania",Fechtner
Summer One 2024,80211,Logic and Mathematical Inquiry,9.0,S,MTWRF,12:30PM,01:50PM,PH 126A,"Pittsburgh, Pennsylvania",Sheng
Summer One 2024,80212,Arguments and Logical Analysis,9.0,S,MTWRF,09:30AM,10:50AM,PH 226C,"Pittsburgh, Pennsylvania",Milner
Summer One 2024,80495,Independent Study,"3,6,9,12",S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,80990,Directed Reading,3-36,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,80991,Thesis Research,"5-18,24",R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,80998,Reading and Research,VAR,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Bjorndahl
Summer One 2024,33100,Basic Experimental Physics,6.0,S,MTW,12:30PM,03:20PM,DH A331,"Pittsburgh, Pennsylvania",Anderson
Summer One 2024,33104,Experimental Physics,9.0,S,MTWRF,12:30PM,03:20PM,DH A331,"Pittsburgh, Pennsylvania",Anderson
Summer One 2024,33124,Introduction to Astronomy,9.0,S,MWF,12:30PM,01:50PM,WEH 8427,"Pittsburgh, Pennsylvania",Turnshek
Summer One 2024,33141,Physics I for Engineering Students,12.0,S,MTWRF,11:00AM,01:20PM,DH 1212,"Pittsburgh, Pennsylvania",Collins
Summer One 2024,33142,Physics II for Engineering and Physics Students,12.0,S,MTWRF,12:30PM,02:50PM,HH B131,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,33495,Internship,3-36,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Dodelson
Summer One 2024,33997,Graduate Laboratory,1-36,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Deserno
Summer One 2024,33998,Thesis Research,1-36,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Deserno
Summer One 2024,,Personality,,S,MTWRF,09:30AM,10:50AM,TBA,"Pittsburgh, Pennsylvania",Crittenden
Summer One 2024,85480,Internship in Clinical Psychology,6-12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Crittenden
Summer One 2024,85482,Internship in Psychology,3-12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Thiessen
Summer One 2024,85781,Graduate Reading and Research,0-99,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Creswell
Summer One 2024,,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,91889,Internship,0-6,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90452,Applied Statistics for Public Policy,9.0,A,MW,02:00PM,03:50PM,HBH 1007,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90454,Applied Economics,9.0,A,MW,10:00AM,11:50AM,HBH 1007,"Pittsburgh, Pennsylvania",Benedict
Summer One 2024,90471,Poverty and Social Policies,6.0,A,TR,10:00AM,11:20AM,HBH 1007,"Pittsburgh, Pennsylvania",Borzutzky
Summer One 2024,90490,Independent Study,VAR,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90701,Practicum,1-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90900,Internship,0.0,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90925,Ph.D. Readings and Research,1-36,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Gaynor
Summer One 2024,90932,Independent Study,1-24,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Borzutzky
Summer One 2024,90934,Independent Study,1-12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Borzutzky
Summer One 2024,90935,Independent Study,6.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Padman
Summer One 2024,90936,Independent Study,1-12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kurland
Summer One 2024,90937,Independent Study,1-12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Crawford
Summer One 2024,90938,Independent Study,1-12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90939,Independent Study,1-12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90940,Independent Study,1-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90941,Independent Study,6.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90942,Independent Study,1-24,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,90943,Independent Study,1-12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,16597,Undergraduate Reading and Research,0-48,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Riviere
Summer One 2024,,TBA,,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Dolan
Summer One 2024,,TBA,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kaess
Summer One 2024,,,,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,16995,Independent Study,0-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Wettergreen
Summer One 2024,16997,Reading and Research in Robotics,0-48,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Wettergreen
Summer One 2024,88398,Independent Study,1-18,S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Loewenstein
Summer One 2024,,,,T,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,88399,Undergraduate Research,1-18,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Broomell
Summer One 2024,,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Golman
Summer One 2024,88505,Undergraduate Internship,1-9,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Angermeier, Chapman"
Summer One 2024,88998,Graduate Reading and Research,0-36,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Angermeier
Summer One 2024,17607,Privacy by Design Practicum,VAR,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Habib
Summer One 2024,17608,Privacy Engineering Independent Study,VAR,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Habib
Summer One 2024,17609,Internship for Privacy Engineering,3.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Habib
Summer One 2024,17672,Studio Project II,36.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Berardone
Summer One 2024,17679,Thesis Writing for Industrial Software Research,6.0,D,W,05:00PM,06:20PM,DNM DNM,"Pittsburgh, Pennsylvania","Miranda, Ashok"
Summer One 2024,,MSE THESIS Research,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Breaux
Summer One 2024,17699,Independent Study,3-27,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Breaux
Summer One 2024,,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Eppinger
Summer One 2024,,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Breaux
Summer One 2024,17802,Societal Computing Pre-Thesis,6.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Carley
Summer One 2024,,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Sadeh
Summer One 2024,,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Herbsleb
Summer One 2024,,Societal Computing Pre-Thesis,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Cranor
Summer One 2024,,Societal Computing Pre-Thesis,,L,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Fang
Summer One 2024,,Societal Computing Pre-Thesis,,M,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Christin
Summer One 2024,,Societal Computing Pre-Thesis,,O,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Vasilescu
Summer One 2024,,Societal Computing Pre-Thesis,,P,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kolter
Summer One 2024,,Societal Computing Pre-Thesis,,Q,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Agarwal
Summer One 2024,17993,Societal Computing Graduate Reading and Research,VAR,R,TBA,,,TBA,"Pittsburgh, Pennsylvania",Christin
Summer One 2024,,,,T,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Christin
Summer One 2024,17996,Societal Computing Independent Study,VAR,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Carley
Summer One 2024,,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Sadeh
Summer One 2024,,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Wu
Summer One 2024,,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Cranor
Summer One 2024,,,,L,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Fang
Summer One 2024,,,,M,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Vasilescu
Summer One 2024,,,,N,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Christin
Summer One 2024,,SC Independent Study,,O,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Park
Summer One 2024,17997,Graduate Reading and Research,1-48,PP,TBA,,,DNM DNM,"Lisbon, Portugal",Kaestner
Summer One 2024,,,,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kaestner
Summer One 2024,,,,T,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,36225,Introduction to Probability Theory,9.0,S,MTWRF,11:00AM,12:20PM,BH A36,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,36315,Statistical Graphics and Visualization,9.0,S,MWF,12:30PM,01:50PM,PH 226C,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,36495,Independent Study,0-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,,,,S,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA
Summer One 2024,36995,Reading and Research,1-48,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Lee, Ventura"
